,Unnamed: 0,elo,championName,win,kills,assists,deaths,individualPosition,totalMinionsKilled,goldEarned,dragonKills,totalDamageDealtToChampions,totalDamageTaken,turretTakedowns,baronKills,damageDealtToBuildings,damageDealtToObjectives,detectorWardsPlaced,inhibitorTakedowns,neutralMinionsKilled,wardsKilled,wardsPlaced,visionScore,summoner2Id,summoner1Id
13216,326,unrancked,Kayn,False,14,14,2,JUNGLE,79,18714,2,30937,35409,1,2,4467,33193,0,0,181,2,12,29,4,11
13217,327,unrancked,Akshan,False,7,8,11,MIDDLE,143,12027,0,21830,26169,1,0,4478,9376,1,0,0,4,2,17,4,14
13218,328,GOLD IV,Amumu,False,29,7,4,BOTTOM,140,19766,0,51379,24950,2,0,2101,24181,1,0,30,1,5,17,4,14
13219,329,BRONZE I,Leona,False,3,25,10,UTILITY,33,10170,0,15678,32070,1,0,685,4898,0,0,2,4,25,43,4,7
13220,330,GOLD IV,Teemo,False,0,1,10,TOP,124,6612,0,10377,17459,0,0,2698,5237,0,0,4,1,8,13,14,4
13221,331,SILVER IV,Maokai,False,3,9,1,JUNGLE,25,9685,0,13154,21099,1,0,34,21101,2,0,88,0,2,14,11,4
13222,332,BRONZE III,Veigar,False,8,2,4,MIDDLE,138,10223,0,18007,13106,2,0,2797,6858,2,0,4,1,13,24,12,4
13223,333,GOLD IV,Xayah,False,2,6,3,BOTTOM,140,8686,0,8049,13294,1,0,2199,5119,2,0,20,2,10,18,7,4
13224,334,SILVER IV,Morgana,False,2,3,9,UTILITY,13,6269,0,10085,16436,1,0,1080,3493,0,0,0,1,10,17,4,14
13225,335,BRONZE II,Mordekaiser,True,11,6,1,TOP,161,12711,0,22884,22716,3,0,3202,14834,0,0,8,1,8,15,14,4
13226,336,BRONZE III,Ekko,True,3,7,4,JUNGLE,28,9009,3,8710,27906,2,1,778,23454,2,0,130,3,3,18,11,4
13227,337,IRON I,Yone,True,1,9,5,MIDDLE,108,7886,0,7552,16942,2,0,1323,4417,0,0,4,0,7,11,1,4
13228,338,SILVER III,Jhin,True,8,5,2,BOTTOM,169,10910,0,16444,10286,4,0,7117,9827,0,0,8,0,7,12,1,4
13229,339,BRONZE III,Bard,True,4,9,3,UTILITY,50,7879,0,8735,13627,1,0,677,5368,4,0,0,4,22,51,4,7
13230,340,BRONZE III,Sett,False,2,2,6,TOP,192,11214,0,10993,29703,3,0,5595,5595,3,0,12,0,12,20,4,12
13231,341,BRONZE IV,Kayn,False,4,7,8,JUNGLE,35,9054,0,9878,27936,0,0,0,10885,2,0,48,3,11,21,11,4
13232,342,BRONZE III,Swain,False,5,4,7,MIDDLE,141,9642,0,27415,32659,0,0,1057,2019,1,0,0,1,10,19,4,14
13233,343,BRONZE III,Kaisa,False,6,7,9,BOTTOM,122,11548,0,17978,23952,0,0,0,1281,0,0,10,0,10,15,7,4
13234,344,SILVER III,Pyke,False,8,6,12,UTILITY,59,9767,0,14224,27846,0,0,0,696,3,0,0,11,20,45,14,4
13235,345,GOLD IV,Mordekaiser,True,11,8,2,TOP,189,15892,0,42034,28972,5,0,9471,16203,0,1,16,3,9,21,4,14
13236,346,IRON I,Shaco,True,7,12,10,JUNGLE,18,9944,2,13122,24276,2,0,922,12207,0,2,74,4,7,19,14,11
13237,347,BRONZE II,Veigar,True,4,14,2,MIDDLE,131,10514,0,16944,18253,4,0,5831,6681,0,1,0,5,4,9,14,4
13238,348,GOLD IV,Jhin,True,11,6,4,BOTTOM,190,16381,1,24534,21718,4,0,4040,27552,0,0,95,3,8,13,4,7
13239,349,unrancked,Teemo,True,9,13,7,UTILITY,44,11127,0,27544,17750,4,0,2429,4934,1,2,4,2,21,42,3,4
13240,350,IRON II,Jax,False,1,4,13,TOP,116,8117,0,13768,36057,0,0,3533,3533,0,0,4,3,7,14,4,14
13241,351,BRONZE II,Kindred,False,3,5,8,JUNGLE,35,9244,1,13773,34945,0,0,0,14609,0,0,99,2,10,19,4,11
13242,352,BRONZE II,Yone,False,0,2,9,MIDDLE,118,8050,0,4319,26118,2,0,3186,4770,1,0,4,0,7,10,4,14
13243,353,BRONZE II,Samira,False,19,3,7,BOTTOM,190,17461,1,47752,39347,1,0,3049,9229,0,0,20,3,9,18,7,4
13244,354,GOLD IV,Lux,False,14,11,4,UTILITY,68,14058,0,49585,19766,2,0,4347,4968,0,0,4,1,29,49,14,4
13245,355,GOLD IV,Mordekaiser,True,20,3,4,TOP,233,20006,0,50001,48327,7,0,15447,15447,1,2,31,0,9,27,4,14
13246,356,IRON I,Garen,True,2,5,12,JUNGLE,42,9745,2,13261,44985,1,0,518,26999,0,1,81,2,0,9,4,11
13247,357,SILVER IV,Neeko,True,4,7,6,MIDDLE,122,11885,0,24502,23745,2,0,3303,6125,1,0,43,2,14,25,4,14
13248,358,BRONZE IV,Jhin,True,5,8,11,BOTTOM,146,11659,0,14508,24014,2,0,5013,12026,0,0,14,0,10,18,4,7
13249,359,unrancked,Teemo,True,10,11,5,JUNGLE,52,11715,0,23302,21101,3,0,1202,2525,1,1,4,5,14,43,3,4
13250,360,BRONZE IV,Katarina,True,24,7,8,TOP,181,21189,0,50158,37068,3,0,6177,15491,0,0,23,1,12,21,4,14
13251,361,SILVER IV,Sejuani,True,7,18,7,JUNGLE,30,14926,3,17119,57292,1,1,138,28518,2,3,156,2,14,42,11,4
13252,362,BRONZE II,Malphite,True,8,8,10,MIDDLE,139,15354,1,20781,28749,3,0,3432,17853,1,0,35,0,15,39,12,4
13253,363,SILVER IV,Caitlyn,True,16,12,8,BOTTOM,199,18069,1,42482,29417,3,1,9307,46230,0,1,32,1,13,29,7,4
13254,364,SILVER III,Swain,True,6,23,10,UTILITY,74,14292,0,39970,49438,2,0,1665,18324,3,2,0,4,28,72,3,4
13255,365,GOLD IV,Sett,False,12,13,7,TOP,229,18673,0,49813,54058,2,0,3824,19683,2,0,37,2,13,29,4,14
13256,366,IRON I,Teemo,False,2,13,16,JUNGLE,101,13633,0,34642,37716,3,0,4127,16760,0,0,76,3,0,8,4,11
13257,367,BRONZE I,Lux,False,10,14,10,MIDDLE,159,13647,0,29222,32895,1,0,2709,6068,1,0,8,3,7,18,4,21
13258,368,BRONZE II,MissFortune,False,14,8,15,BOTTOM,176,15924,0,32174,35063,0,0,939,4228,0,0,5,10,12,36,4,7
13259,369,unrancked,Nasus,False,5,17,13,UTILITY,80,12553,1,17555,40906,0,0,471,1802,0,0,10,3,17,42,3,4
13260,370,GOLD IV,Sion,False,4,12,7,TOP,207,11379,0,22847,39938,2,0,1528,8312,2,0,12,0,10,20,4,14
13261,371,IRON I,Olaf,False,5,12,11,JUNGLE,43,11267,1,15000,37917,3,0,3681,19919,0,0,85,4,0,9,4,11
13262,372,SILVER III,Fizz,False,10,5,4,MIDDLE,141,12863,1,16297,16530,1,0,1495,4647,0,0,8,8,10,24,14,4
13263,373,SILVER II,Ashe,False,5,13,8,BOTTOM,183,11332,1,15826,23157,2,0,2511,13566,0,0,8,4,10,26,7,4
13264,374,unrancked,Yuumi,False,3,13,4,UTILITY,14,7732,0,11527,8855,2,0,466,2203,0,0,0,0,19,34,3,4
13265,375,SILVER III,Sett,True,5,5,8,TOP,180,12496,0,23809,31626,3,0,10357,14866,2,0,24,1,7,14,4,12
13266,376,GOLD III,Graves,True,12,5,5,JUNGLE,70,16651,2,26477,25214,2,1,3964,40179,4,1,187,6,10,32,14,11
13267,377,SILVER IV,Rakan,True,5,9,4,MIDDLE,110,9681,0,14047,12414,3,0,1029,7089,2,1,0,3,6,16,14,4
13268,378,GOLD IV,Vayne,True,9,9,4,BOTTOM,192,14708,0,28090,18583,7,0,8111,19344,0,2,1,0,9,17,3,4
13269,379,SILVER IV,Morgana,True,3,15,6,UTILITY,36,10103,0,11738,18273,3,0,1703,5890,4,2,5,1,28,50,14,4
13270,380,GOLD IV,Jax,True,7,8,3,TOP,264,17005,0,23847,34155,4,0,6837,34826,1,1,32,1,14,27,14,4
13271,381,GOLD IV,Kindred,True,8,8,7,JUNGLE,30,14505,3,21557,38205,3,1,3861,46955,1,1,215,4,14,44,4,11
13272,382,SILVER II,Ahri,True,4,13,7,MIDDLE,185,12100,0,20921,28015,3,0,1556,1602,3,1,4,3,11,27,14,4
13273,383,SILVER II,MissFortune,True,13,5,9,BOTTOM,221,17709,0,37134,28660,4,0,7722,20570,1,0,12,3,13,23,3,4
13274,384,unrancked,Leona,True,2,19,7,UTILITY,25,9917,0,6762,29382,3,0,1152,3313,0,1,4,1,20,35,7,4
13275,385,BRONZE III,Shen,False,1,10,3,TOP,162,10066,0,10236,27828,0,0,24,1337,1,0,8,1,11,17,4,12
13276,386,IRON I,Lux,False,6,13,8,JUNGLE,65,11866,0,19921,24413,2,0,3631,4110,0,0,60,3,0,9,4,11
13277,387,GOLD IV,Vex,False,11,5,7,MIDDLE,253,14925,0,44507,25931,1,0,2396,7951,4,0,11,3,16,34,4,14
13278,388,GOLD IV,Samira,False,10,7,7,BOTTOM,142,15720,1,30691,34112,0,0,838,9543,1,0,58,1,14,26,7,4
13279,389,unrancked,Yuumi,False,3,19,9,UTILITY,7,8841,0,10994,14934,0,0,636,636,0,0,0,1,21,42,3,14
13280,390,BRONZE IV,Jax,True,9,7,5,TOP,129,12273,0,21694,22080,2,0,4259,11064,1,0,18,3,7,28,14,4
13281,391,IRON I,Teemo,True,4,11,8,JUNGLE,27,9500,1,13839,18611,2,0,1639,22946,0,0,78,5,7,21,21,11
13282,392,GOLD IV,Irelia,True,11,7,5,MIDDLE,175,12681,1,24400,25768,1,0,2189,12740,1,0,8,0,4,9,14,4
13283,393,GOLD IV,MissFortune,True,8,9,4,BOTTOM,174,12000,0,24664,14773,2,0,3318,16882,1,0,20,2,8,20,4,7
13284,394,unrancked,Sett,True,2,12,6,UTILITY,25,7488,0,9703,22564,1,0,851,2597,1,0,0,4,14,34,3,4
13285,395,SILVER IV,Warwick,False,6,8,8,TOP,98,8516,0,17419,25820,0,0,0,1937,1,0,7,1,10,19,4,6
13286,396,BRONZE I,Kayn,False,8,9,8,JUNGLE,34,10412,1,12877,34794,0,0,1271,13125,5,0,90,3,6,13,11,4
13287,397,SILVER III,Yasuo,False,2,9,6,MIDDLE,122,8204,1,12029,20513,0,0,0,460,2,0,26,2,4,14,12,4
13288,398,SILVER IV,Tristana,False,9,5,7,BOTTOM,125,10437,0,17932,20428,0,0,44,4955,3,0,8,3,12,21,14,4
13289,399,SILVER IV,Ashe,False,3,14,5,UTILITY,30,8226,0,21903,16010,0,0,957,1201,1,0,4,1,19,46,3,4
13290,400,IRON II,Sett,False,5,7,10,TOP,123,10654,0,25176,47746,1,0,3986,3986,0,0,12,0,3,6,4,14
13291,401,BRONZE IV,Udyr,False,12,9,10,JUNGLE,42,15850,2,51370,51448,2,0,2138,24069,0,0,181,0,5,12,11,4
13292,402,IRON IV,Sylas,False,5,7,12,JUNGLE,44,8918,0,17891,37337,0,0,385,3788,0,0,0,2,10,20,14,4
13293,403,IRON I,Teemo,False,9,11,16,BOTTOM,175,14780,0,32572,34007,2,0,5007,5007,0,0,7,1,5,10,21,7
13294,404,BRONZE IV,Lux,False,8,17,8,UTILITY,44,12024,0,38926,22056,1,0,1884,3924,0,0,1,3,33,61,4,14
13295,405,IRON IV,Mordekaiser,True,8,18,11,TOP,169,15148,0,33888,50072,4,1,4713,9189,0,1,9,0,10,16,12,4
13296,406,IRON I,Trundle,True,7,21,8,JUNGLE,31,13537,2,26440,56181,6,0,7617,32144,2,1,99,3,3,21,11,4
13297,407,BRONZE II,Gangplank,True,9,11,6,MIDDLE,176,14043,0,32275,36398,1,0,2299,7430,1,0,2,0,11,23,14,4
13298,408,BRONZE IV,Jhin,True,26,10,8,BOTTOM,130,17632,0,49561,32880,6,0,7306,16384,0,1,12,0,7,11,7,4
13299,409,BRONZE IV,Seraphine,True,6,25,6,UTILITY,53,12444,0,16378,25774,4,0,1719,5263,0,1,0,0,12,26,7,4
13300,410,IRON I,Vladimir,True,0,0,0,TOP,6,788,0,683,1638,0,0,0,0,0,0,0,0,1,1,4,6
13301,411,BRONZE III,Zac,True,0,1,0,JUNGLE,0,1029,0,362,2213,0,0,0,0,0,0,12,0,0,0,4,11
13302,412,BRONZE II,Gwen,True,0,1,0,MIDDLE,16,1064,0,58,425,0,0,0,0,0,0,0,0,1,1,4,14
13303,413,BRONZE IV,Caitlyn,True,1,1,0,BOTTOM,9,1214,0,735,331,0,0,267,267,0,0,0,1,0,1,4,6
13304,414,IRON II,Seraphine,True,1,0,0,UTILITY,3,1385,0,1142,392,0,0,111,111,0,0,0,0,1,1,12,4
13305,415,BRONZE III,Urgot,False,0,0,0,TOP,13,914,0,1563,810,0,0,0,0,0,0,0,0,0,0,14,4
13306,416,BRONZE II,Lillia,False,0,0,0,JUNGLE,0,1060,0,321,1989,0,0,0,0,0,0,16,0,1,1,4,11
13307,417,BRONZE IV,Viktor,False,0,0,1,JUNGLE,5,813,0,737,950,0,0,0,0,0,0,0,0,1,0,4,14
13308,418,IRON I,Teemo,False,0,0,1,JUNGLE,3,753,0,135,1393,0,0,0,0,0,0,0,0,0,0,21,7
13309,419,IRON IV,Leona,False,0,0,0,Invalid,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4
13310,420,GOLD III,Kayle,True,4,3,2,TOP,144,9297,0,10033,12974,2,0,5539,8914,0,0,16,1,7,13,4,12
13311,421,unrancked,Kayn,True,7,8,1,JUNGLE,20,9917,0,13782,25748,0,0,939,8306,0,0,128,0,2,6,4,11
13312,422,BRONZE IV,Lux,True,4,4,0,MIDDLE,82,6641,0,10545,6489,1,0,723,2429,0,0,4,0,7,11,4,14
13313,423,SILVER III,Jhin,True,17,8,3,BOTTOM,120,11570,2,25391,18609,2,0,4568,10197,0,0,12,0,6,12,7,4
13314,424,SILVER IV,Renata,True,2,20,4,UTILITY,5,7282,0,11440,7775,1,0,1692,2000,1,0,4,1,15,33,4,3
13315,425,GOLD IV,Sion,False,1,2,4,TOP,155,8210,0,13925,17172,1,0,3600,3600,0,0,0,0,5,7,4,14
13316,426,IRON I,Garen,False,1,5,9,JUNGLE,31,6951,0,7924,22075,2,0,1776,11992,0,0,56,0,0,5,4,11
13317,427,unrancked,Vex,False,4,1,5,MIDDLE,136,9237,0,12636,14758,1,0,1494,1494,0,0,0,0,8,10,14,4
13318,428,BRONZE III,Varus,False,3,2,8,BOTTOM,104,7857,0,9500,14963,0,0,1111,1111,0,0,0,0,4,6,4,7
13319,429,IRON I,Leona,False,1,4,8,UTILITY,23,4869,0,4305,14357,0,0,69,167,0,0,0,0,9,17,4,14
13320,430,SILVER III,Sett,True,5,4,3,TOP,190,13239,0,21475,26993,3,0,7170,16840,0,0,31,1,8,15,14,4
13321,431,SILVER IV,Belveth,True,7,6,1,JUNGLE,35,12033,4,10382,21982,2,1,381,46268,3,0,147,4,6,36,4,11
13322,432,BRONZE I,Katarina,True,2,3,3,MIDDLE,107,8193,0,8189,16201,1,0,1149,4699,1,0,0,1,9,18,14,4
13323,433,BRONZE IV,Jhin,True,8,6,5,BOTTOM,186,11636,0,16040,11697,1,0,676,2615,0,0,0,2,7,13,4,7
13324,434,GOLD IV,Morgana,True,6,14,0,UTILITY,29,9810,0,19257,9301,1,0,790,5009,4,0,2,6,23,65,4,7
13325,435,SILVER IV,Ornn,False,0,2,3,TOP,140,7282,0,6091,14164,0,0,25,564,0,0,0,0,8,12,12,4
13326,436,GOLD IV,Kayn,False,7,3,5,JUNGLE,37,10418,0,15612,28209,1,0,1026,2830,0,0,106,2,8,18,4,11
13327,437,GOLD I,Sylas,False,4,2,5,MIDDLE,152,9676,0,14812,22842,0,0,424,424,1,0,4,0,10,15,14,4
13328,438,IRON I,Teemo,False,1,6,9,BOTTOM,175,8760,0,11052,18404,1,0,1601,2178,0,0,0,4,0,6,21,3
13329,439,SILVER II,Blitzcrank,False,0,3,6,UTILITY,23,5206,0,4544,15479,0,0,0,338,3,0,0,1,20,31,14,4
13330,440,BRONZE IV,Sylas,False,4,8,12,MIDDLE,86,10536,2,16280,39284,2,0,1163,6137,0,1,8,0,13,14,14,4
13331,441,BRONZE III,MasterYi,False,24,9,13,JUNGLE,78,23121,0,58155,45995,1,1,700,33020,0,0,130,4,0,16,4,11
13332,442,BRONZE IV,Kayle,False,11,9,8,TOP,212,16463,0,30743,23016,2,0,5227,15278,0,2,25,0,12,18,12,4
13333,443,IRON I,Teemo,False,2,10,11,BOTTOM,220,14085,0,16767,25064,5,0,10742,14599,0,2,10,3,0,7,21,3
13334,444,BRONZE II,Nautilus,False,2,17,12,UTILITY,68,11109,0,10586,29665,4,0,1200,1836,0,2,0,2,18,39,14,4
13335,445,BRONZE III,Urgot,True,10,11,8,TOP,167,15923,0,20723,33225,1,0,1821,9636,0,0,8,0,2,3,14,4
13336,446,BRONZE II,Warwick,True,14,24,10,JUNGLE,56,17165,2,31001,55378,1,0,1059,17243,0,0,96,0,13,30,11,4
13337,447,BRONZE IV,Yasuo,True,11,12,9,UTILITY,223,16908,0,23234,24732,5,0,13995,20085,0,1,20,0,6,12,4,14
13338,448,IRON I,Caitlyn,True,11,21,9,BOTTOM,120,14182,0,34239,27583,2,1,3159,15505,0,0,12,0,8,13,14,4
13339,449,BRONZE II,Senna,True,10,24,8,UTILITY,72,14609,1,27665,22484,4,0,1702,15082,0,0,4,4,24,45,7,4
13340,450,BRONZE II,Urgot,True,3,6,3,TOP,141,10116,0,11304,13298,2,0,3822,6468,0,0,20,0,7,12,6,3
13341,451,SILVER IV,Vi,True,11,6,3,JUNGLE,30,11454,3,16559,18576,2,0,1372,34416,0,1,128,0,7,17,14,11
13342,452,BRONZE IV,Veigar,True,7,4,2,MIDDLE,115,8956,0,20457,12615,3,0,6831,6831,3,0,0,1,10,13,14,4
13343,453,IRON I,Teemo,True,8,6,4,BOTTOM,142,10354,0,14403,14547,4,0,7990,7990,0,2,8,0,0,2,21,3
13344,454,unrancked,Sona,True,5,15,2,UTILITY,5,8596,0,7923,12005,4,0,4037,5602,2,1,0,0,11,28,4,7
13345,455,BRONZE I,Mordekaiser,False,6,1,6,TOP,89,8673,0,12629,20656,0,0,1768,2695,0,0,9,0,6,9,12,4
13346,456,BRONZE IV,XinZhao,False,0,1,9,JUNGLE,35,4308,0,2081,19767,0,0,468,2643,0,0,14,0,5,10,12,7
13347,457,BRONZE IV,Ziggs,False,1,0,4,MIDDLE,82,6004,0,10745,12815,0,0,1541,1541,0,0,0,1,4,6,4,14
13348,458,IRON IV,Ashe,False,2,3,9,BOTTOM,80,6584,0,7606,18346,0,0,0,153,0,0,0,1,4,8,4,14
13349,459,BRONZE I,Lux,False,4,3,7,UTILITY,59,8423,0,14722,15324,0,0,0,488,0,0,0,1,11,20,4,14
13350,460,BRONZE IV,Nasus,True,12,13,1,TOP,131,13725,0,18793,32353,5,1,7703,16418,0,0,12,0,10,19,14,4
13351,461,BRONZE IV,Amumu,True,6,19,7,JUNGLE,18,11270,4,10233,29242,3,0,805,32440,1,1,112,1,9,25,11,4
13352,462,BRONZE II,Akali,True,14,17,8,MIDDLE,81,12069,0,32704,33483,1,0,557,2921,0,0,4,1,11,16,14,4
13353,463,BRONZE III,MissFortune,True,25,11,8,BOTTOM,166,18629,0,45010,26254,10,0,23226,31814,0,1,12,0,10,16,7,4
13354,464,BRONZE IV,Morgana,True,5,19,6,UTILITY,86,11732,0,16502,22408,1,0,960,7024,2,1,4,0,20,56,4,14
13355,465,BRONZE IV,Malphite,False,4,10,7,TOP,130,10529,0,21506,26267,2,0,3234,5341,0,0,4,0,6,9,14,4
13356,466,BRONZE IV,Nocturne,False,5,9,20,JUNGLE,28,10107,0,17707,36857,0,0,0,5829,2,0,72,0,12,19,11,4
13357,467,IRON II,Zoe,False,6,5,8,MIDDLE,105,10072,0,30330,24879,1,0,665,665,0,0,2,0,10,16,14,4
13358,468,IRON I,Teemo,False,7,9,13,BOTTOM,161,12987,0,25106,27413,3,0,5980,7711,0,0,8,3,0,4,7,21
13359,469,BRONZE III,Lux,False,7,11,14,UTILITY,57,10674,0,17768,25555,2,0,1330,2238,0,0,0,1,8,14,7,4
13360,470,BRONZE II,TahmKench,True,9,14,16,TOP,136,14966,0,28690,61136,3,0,1313,3841,2,2,0,2,15,22,12,4
13361,471,BRONZE IV,MasterYi,True,9,11,11,JUNGLE,27,15662,2,30305,44768,2,1,3249,44289,0,1,148,0,5,9,11,6
13362,472,BRONZE III,Varus,True,17,12,10,MIDDLE,185,17270,0,51492,29723,4,0,6876,15780,1,1,0,0,8,16,4,7
13363,473,SILVER IV,Caitlyn,True,15,12,6,BOTTOM,228,20308,0,59156,30396,5,0,11732,19027,2,1,27,3,6,30,4,7
13364,474,BRONZE IV,Lulu,True,3,14,5,UTILITY,28,10507,0,5844,18829,2,0,713,1416,3,1,0,5,33,66,4,14
13365,475,BRONZE III,Olaf,False,20,8,8,TOP,163,19761,1,50549,62925,4,0,9271,23420,1,0,64,4,14,30,4,12
13366,476,BRONZE III,Warwick,False,10,11,8,JUNGLE,57,15212,2,22897,53654,0,0,0,17087,0,0,136,3,14,35,4,11
13367,477,BRONZE II,Ezreal,False,9,13,15,MIDDLE,75,12031,1,34378,38423,0,0,393,13925,1,0,4,1,6,10,4,14
13368,478,IRON I,Teemo,False,4,9,11,BOTTOM,199,14762,0,28954,34130,3,0,7319,8305,0,0,15,0,5,11,4,21
13369,479,SILVER III,Seraphine,False,5,11,11,UTILITY,52,11266,0,14379,29445,0,0,325,4352,0,0,0,0,10,23,21,4
13370,480,IRON IV,Sett,False,4,7,15,TOP,154,12853,0,33866,64263,3,0,4701,4701,0,0,0,1,11,17,14,4
13371,481,BRONZE IV,Shaco,False,18,10,8,JUNGLE,25,17697,3,31247,56117,2,0,170,24164,6,0,125,1,7,29,14,11
13372,482,BRONZE I,Illaoi,False,12,12,7,MIDDLE,303,19748,0,74190,75314,5,0,7875,7875,2,0,4,0,14,30,12,4
13373,483,BRONZE II,Samira,False,8,14,9,BOTTOM,170,15176,0,31758,40410,2,0,1232,2452,4,0,8,3,18,29,4,7
13374,484,BRONZE IV,Morgana,False,7,18,10,UTILITY,78,13582,0,49678,36875,2,0,1856,4784,3,0,1,4,28,68,14,3
13375,485,IRON III,Chogath,True,14,15,6,TOP,273,21215,0,62299,85638,4,0,6853,9023,1,1,26,2,11,30,3,4
13376,486,BRONZE III,Warwick,True,4,17,12,JUNGLE,37,13705,2,24022,64949,0,1,0,31711,2,0,115,9,4,41,4,11
13377,487,IRON I,Vex,True,8,10,10,MIDDLE,210,15208,0,37454,33360,4,0,4919,4919,1,2,6,2,13,32,14,4
13378,488,IRON I,MasterYi,True,12,8,13,BOTTOM,213,18275,1,42039,49811,3,0,6104,22724,0,2,29,4,0,13,7,21
13379,489,BRONZE II,Heimerdinger,True,11,19,8,UTILITY,97,16102,0,70045,29888,1,0,1058,15526,0,0,0,4,18,37,7,4
13380,490,IRON II,Gwen,True,2,1,3,TOP,133,10938,0,16521,22063,4,0,9341,12208,2,1,56,1,11,31,12,14
13381,491,IRON I,Udyr,True,4,11,2,JUNGLE,21,10756,2,15990,27531,2,0,1013,40945,0,1,100,2,5,12,11,4
13382,492,BRONZE II,Yasuo,True,20,10,3,MIDDLE,170,16436,0,43574,26613,4,0,3578,15529,2,2,3,3,13,34,4,14
13383,493,IRON I,Teemo,True,14,5,9,BOTTOM,138,13808,0,31208,22150,4,0,8360,8360,0,1,4,1,0,2,7,21
13384,494,BRONZE IV,Senna,True,2,18,5,UTILITY,31,11046,0,15534,13223,3,1,1552,9057,0,1,4,2,10,23,7,4
13385,495,IRON I,DrMundo,False,6,6,1,TOP,172,11956,0,20824,27534,0,0,2544,2544,1,0,0,0,5,6,4,14
13386,496,IRON IV,Trundle,False,3,3,11,JUNGLE,27,8371,2,10888,38750,0,0,0,5800,0,0,80,1,7,16,6,11
13387,497,BRONZE III,Yone,False,7,9,10,MIDDLE,150,11338,0,24414,30186,0,0,0,2320,1,0,4,2,12,15,14,4
13388,498,BRONZE IV,Vayne,False,3,4,11,BOTTOM,141,10052,0,14985,26939,1,0,3160,3160,0,0,4,0,1,4,4,7
13389,499,BRONZE IV,Nami,False,2,12,9,UTILITY,9,8012,0,6729,24892,0,0,0,400,1,0,0,0,18,32,14,4
13390,500,BRONZE III,Olaf,False,8,4,6,TOP,150,13656,1,25729,35740,2,0,1851,22387,0,0,12,1,8,14,4,12
13391,501,BRONZE II,Maokai,False,4,15,6,BOTTOM,91,11454,1,21686,33463,4,0,3261,7487,0,0,4,3,10,18,12,4
13392,502,BRONZE III,Galio,False,5,14,7,MIDDLE,202,14666,0,25861,42166,2,0,4179,13991,1,0,14,0,13,34,12,14
13393,503,IRON I,Teemo,False,8,5,14,JUNGLE,123,15725,1,33329,39892,4,0,7177,34953,0,0,90,3,0,9,4,11
13394,504,BRONZE II,Senna,False,8,12,10,UTILITY,57,14229,0,25556,26322,2,0,1804,12382,0,0,32,3,34,68,4,3
13395,505,BRONZE II,Cassiopeia,True,10,12,9,TOP,182,16260,0,40534,41248,5,0,5572,13632,1,0,16,1,8,15,14,6
13396,506,BRONZE IV,Rengar,True,13,4,11,JUNGLE,82,18203,2,26623,50688,2,1,1808,40764,0,0,140,0,4,10,4,11
13397,507,SILVER IV,Ahri,True,5,19,4,MIDDLE,164,12475,0,30193,26403,3,0,3642,4914,2,1,0,0,10,22,4,14
13398,508,BRONZE III,Caitlyn,True,11,6,4,BOTTOM,251,18685,1,36991,23930,5,1,11372,31004,0,1,54,4,11,24,4,7
13399,509,BRONZE I,Leona,True,4,20,5,UTILITY,31,11029,0,6396,30968,4,0,1153,3354,8,1,0,9,35,89,3,4
13400,510,BRONZE IV,Jax,True,1,1,5,TOP,24,6765,0,4283,7423,0,0,1037,1037,0,0,0,0,1,1,14,4
13401,511,BRONZE I,Diana,True,15,23,6,JUNGLE,97,19709,3,40939,45911,7,0,10804,56239,1,1,118,2,2,33,11,4
13402,512,BRONZE I,Yasuo,True,4,5,12,MIDDLE,200,12933,0,14876,29834,2,0,3478,9296,3,0,6,1,14,28,14,4
13403,513,BRONZE III,Jinx,True,23,11,7,BOTTOM,159,19004,1,40654,31615,2,0,4904,15399,0,2,34,1,8,16,7,4
13404,514,SILVER IV,Senna,True,14,22,6,UTILITY,88,17302,0,41099,29374,6,1,8620,29965,0,3,10,6,22,50,14,4
13405,515,BRONZE III,Teemo,False,9,7,10,TOP,212,15499,0,29021,28004,3,0,5091,5091,0,0,12,2,12,22,4,12
13406,516,SILVER II,Kayn,False,7,9,11,JUNGLE,48,11781,1,21552,49343,2,0,204,22981,6,0,86,0,7,15,11,4
13407,517,BRONZE I,Heimerdinger,False,5,9,11,MIDDLE,139,11594,0,23276,27097,1,0,1813,5934,1,0,4,1,12,18,4,14
13408,518,IRON I,Tristana,False,8,5,15,BOTTOM,126,14080,0,13847,39266,3,0,12385,12385,0,0,10,1,0,7,4,21
13409,519,SILVER IV,Orianna,False,7,7,11,UTILITY,136,13247,0,24773,24885,1,0,1147,1763,1,0,0,0,18,38,3,4
13410,520,IRON IV,Sett,False,3,1,5,TOP,86,6485,0,14499,14547,0,0,668,2332,0,0,8,0,5,7,4,14
13411,521,BRONZE III,Vi,False,2,6,8,JUNGLE,12,6896,2,7768,17823,0,0,0,11628,0,0,71,0,7,11,11,4
13412,522,BRONZE IV,Kassadin,False,5,3,6,MIDDLE,85,7739,0,11125,21161,0,0,786,1226,2,0,0,3,8,24,14,4
13413,523,BRONZE III,Draven,False,3,8,6,BOTTOM,90,7423,0,12202,16071,0,0,837,7129,2,0,0,1,5,12,4,7
13414,524,IRON II,Lux,False,8,6,2,UTILITY,42,8849,0,22933,9536,0,0,258,1756,3,0,0,0,26,39,4,14
